REG_NO_good,BSSH_NM,is_good_restaurant,REG_NO_safe,RPRSNTV_NM,INDUTY,INDUTY_DETAIL,DSGN_YMD,is_safe_restaurant,ADRES,TELNO,base_score,combined_text,CLEAN_ADRES,latitude,longitude
,풍기한방삼계탕,0,186,고동균,일반음식점,기타 음식점업,1.61893E+12,1,경상북도 영주시 봉현면 소백로 1653,054-636-6900,10,풍기한방삼계탕 경상북도 영주시 봉현면 소백로 1653 기타 음식점업,경상북도 영주시 봉현면 소백로 1653,36.84899665,128.526026
,풍덕집,0,51,김옥이,일반음식점,한식,1.65582E+12,1,경상북도 영주시 풍기읍 기주로 74-22,054-636-2574,10,풍덕집 경상북도 영주시 풍기읍 기주로 74-22 한식,경상북도 영주시 풍기읍 기주로 74-22,36.87034952,128.5280988
,풍미식당,0,30,송민정,일반음식점,한식,1.65582E+12,1,경상북도 영주시 번영로 90 101호,054-635-2559,10,풍미식당 경상북도 영주시 번영로 90 101호 한식,경상북도 영주시 번영로 90 101호,36.82020502,128.6286561
,피오르달리조영주점,0,144,김종균,일반음식점,서양식,1.63777E+12,1,경상북도 영주시 대학로 30,054-632-1313,10,피오르달리조영주점 경상북도 영주시 대학로 30 서양식,경상북도 영주시 대학로 30,36.8289802,128.6029643
,하루식당,0,224,박혜경,일반음식점,서양식,1.58489E+12,1,경상북도 영주시 풍기읍 동양대로 107-6,054-637-9870,10,하루식당 경상북도 영주시 풍기읍 동양대로 107-6 서양식,경상북도 영주시 풍기읍 동양대로 107-6,36.87923621,128.5332587
,학가산불쭈꾸미,0,18,김경란,일반음식점,한식,1.65582E+12,1,경상북도 영주시 구성로 146,054-631-5279,10,학가산불쭈꾸미 경상북도 영주시 구성로 146 한식,경상북도 영주시 구성로 146,36.8211546,128.6249172
33,한결청국장,1,192,조효정,일반음식점,한식,1.60329E+12,1,경상북도 영주시 풍기읍 인삼로 1-1,054-636-3224,110,한결청국장 경상북도 영주시 풍기읍 인삼로 1-1 한식,경상북도 영주시 풍기읍 인삼로 1-1,36.87337908,128.5244445
,한국인의밥상,0,139,박영남,일반음식점,한식,1.65289E+12,1,경상북도 영주시 대학로284번길 19,054-637-6788,10,한국인의밥상 경상북도 영주시 대학로284번길 19 한식,경상북도 영주시 대학로284번길 19,36.82066824,128.6071716
,한돈참숯꼬기영주점,0,78,유미소,일반음식점,한식,1.65582E+12,1,경상북도 영주시 대학로 177-1,054-635-1995,10,한돈참숯꼬기영주점 경상북도 영주시 대학로 177-1 한식,경상북도 영주시 대학로 177-1,36.8187464,128.6046765
,한솥도시락경북전문대점,0,111,최양모,일반음식점,한식,1.65289E+12,1,경상북도 영주시 대학로 72-2,054-635-1116,10,한솥도시락경북전문대점 경상북도 영주시 대학로 72-2 한식,경상북도 영주시 대학로 72-2,36.8187464,128.6046765
,한우전문점꽃갈비,0,115,박난화,일반음식점,한식,1.65289E+12,1,경상북도 영주시 대학로 35,054-633-9290,10,한우전문점꽃갈비 경상북도 영주시 대학로 35 한식,경상북도 영주시 대학로 35,36.8187464,128.6046765
,한채정한정식,0,64,이승희,일반음식점,한식,1.65582E+12,1,경상북도 영주시 영주로 208 외1필지,054-633-0005,10,한채정한정식 경상북도 영주시 영주로 208 외1필지 한식,경상북도 영주시 영주로 208 외1필지,36.8258428,128.6224196
,함흥면옥석쇠구이,0,164,이현옥,일반음식점,한식,1.61893E+12,1,경상북도 영주시 중앙로 109-10,054-638-0070,10,함흥면옥석쇠구이 경상북도 영주시 중앙로 109-10 한식,경상북도 영주시 중앙로 109-10,36.8218675,128.6237656
34,해장국전문점오늘,1,178,한상월,일반음식점,한식,1.61893E+12,1,경상북도 영주시 선비로 84-2 ,054-638-5544,110,해장국전문점오늘 경상북도 영주시 선비로 84-2  한식,경상북도 영주시 선비로 84-2,36.8266724,128.6160008
,행운숯불갈비,0,60,양선미,일반음식점,한식,1.65582E+12,1,경상북도 영주시 풍기읍 동양대로 39 외1필지,054-636-6960,10,행운숯불갈비 경상북도 영주시 풍기읍 동양대로 39 외1필지 한식,경상북도 영주시 풍기읍 동양대로 39 외1필지,36.8744159,128.529175
,현대한정식,0,12,김태한,일반음식점,한식,1.65582E+12,1,경상북도 영주시 원당로 20,054-632-7390,10,현대한정식 경상북도 영주시 원당로 20 한식,경상북도 영주시 원당로 20,36.8236758,128.6283491
,홍가네식당,0,45,김복윤,일반음식점,한식,1.65582E+12,1,경상북도 영주시 번영로132번길 6 외1필지,054-638-9992,10,홍가네식당 경상북도 영주시 번영로132번길 6 외1필지 한식,경상북도 영주시 번영로132번길 6 외1필지,36.8235126,128.6269777
,홍스떡볶이영주점,0,97,신민선,일반음식점_외,기타외국식,1.65289E+12,1,경상북도 영주시 대동로 82,-,10,홍스떡볶이영주점 경상북도 영주시 대동로 82 기타외국식,경상북도 영주시 대동로 82,36.8148695,128.6096345
,황금소한우,0,140,최현주,일반음식점,한식,1.65289E+12,1,경상북도 영주시 영주로60번길 14,054-635-4821,10,황금소한우 경상북도 영주시 영주로60번길 14 한식,경상북도 영주시 영주로60번길 14,36.8206417,128.6064923
,황토골인삼불고기,0,227,김광희,일반음식점,한식,1.58489E+12,1,경상북도 영주시 풍기읍 기주로 46,054-635-6088,10,황토골인삼불고기 경상북도 영주시 풍기읍 기주로 46 한식,경상북도 영주시 풍기읍 기주로 46,36.86862193,128.5305343
35,횡재먹거리한우,1,229,조정희,일반음식점,한식,1.58489E+12,1,"경상북도 영주시 풍기읍 소백로 2156, 2층",054-638-0094,110,"횡재먹거리한우 경상북도 영주시 풍기읍 소백로 2156, 2층 한식",경상북도 영주시 풍기읍 소백로 2156,36.88850301,128.5406894
36,흥부가,1,,,,,,0,경상북도 영주시 대학로 92 ,054-638-2094,100,흥부가 경상북도 영주시 대학로 92,경상북도 영주시 대학로 92,36.8263066,128.6049243
,흥주선비국밥,0,22,양영순,일반음식점,한식,1.65582E+12,1,경상북도 영주시 대학로 5,054-636-8177,10,흥주선비국밥 경상북도 영주시 대학로 5 한식,경상북도 영주시 대학로 5,36.8296349,128.605016
